[37;1m2026-06-03 15:22:38.882 [31;1m[[37;1mRTPS_TRANSPORT_SHM[31;1m Error] [37mFailed init_port fastrtps_port7419: open_and_lock_file failed[34;1m -> Function [36mopen_port_internal[m
[INFO] [1780500158.904871965] [microamp_factor_graph_tracking]: Using scenario_id=2
[INFO] [1780500158.911142256] [microamp_factor_graph_tracking]: Expanded factor graph node initialized.
[WARN] [1780500161.019480882] [microamp_factor_graph_tracking]: Graph not initialized yet, skipping USBL measurement
[INFO] [1780500161.035760133] [microamp_factor_graph_tracking]: Graph initialized with GNSS at NED (31.16, 2.26, -0.89)
[INFO] [1780500180.720295128] [microamp_factor_graph_tracking]: Processed GNSS at 1700000198.00, NED (14.85, 15.07, 0.97).
[INFO] [1780500180.829400794] [microamp_factor_graph_tracking]: Processed GNSS at 1700000199.00, NED (12.34, 16.10, 1.41).
[INFO] [1780500180.932946836] [microamp_factor_graph_tracking]: Processed GNSS at 1700000200.00, NED (13.87, 17.71, -1.02).
[INFO] [1780500181.013361378] [microamp_factor_graph_tracking]: Added ROV 1 node (step 9) at t=1700000200.00, dt=20.000 s
[INFO] [1780500181.020534461] [microamp_factor_graph_tracking]: Processed GNSS at 1700000201.00, NED (11.44, 17.92, -5.25).
[INFO] [1780500181.116682461] [microamp_factor_graph_tracking]: Processed GNSS at 1700000202.00, NED (11.77, 19.04, 2.47).
[INFO] [1780500181.217646503] [microamp_factor_graph_tracking]: Processed GNSS at 1700000203.00, NED (10.45, 20.74, -0.78).
[INFO] [1780500181.316314711] [microamp_factor_graph_tracking]: Processed GNSS at 1700000204.00, NED (10.53, 17.37, 2.25).
[INFO] [1780500181.422937586] [microamp_factor_graph_tracking]: Processed GNSS at 1700000205.00, NED (9.51, 17.24, 0.21).
[INFO] [1780500181.515085461] [microamp_factor_graph_tracking]: Processed GNSS at 1700000206.00, NED (5.75, 17.74, 1.80).
[INFO] [1780500181.614950753] [microamp_factor_graph_tracking]: Processed GNSS at 1700000207.00, NED (5.86, 18.23, 0.43).
[INFO] [1780500181.715245711] [microamp_factor_graph_tracking]: Processed GNSS at 1700000208.00, NED (3.62, 18.30, -0.46).
[INFO] [1780500181.826268211] [microamp_factor_graph_tracking]: Processed GNSS at 1700000209.00, NED (6.55, 18.11, -1.16).
[INFO] [1780500181.926253045] [microamp_factor_graph_tracking]: Processed GNSS at 1700000210.00, NED (1.46, 16.16, -0.75).
[INFO] [1780500182.020360128] [microamp_factor_graph_tracking]: Processed GNSS at 1700000211.00, NED (3.63, 14.72, -1.49).
[INFO] [1780500182.130110545] [microamp_factor_graph_tracking]: Processed GNSS at 1700000212.00, NED (3.18, 13.24, 2.07).
[INFO] [1780500182.230752212] [microamp_factor_graph_tracking]: Processed GNSS at 1700000213.00, NED (1.92, 13.37, 0.87).
[INFO] [1780500182.320635128] [microamp_factor_graph_tracking]: Processed GNSS at 1700000214.00, NED (1.96, 8.49, -2.13).
[INFO] [1780500182.432144170] [microamp_factor_graph_tracking]: Processed GNSS at 1700000215.00, NED (1.16, 9.64, -0.83).
[INFO] [1780500182.521848253] [microamp_factor_graph_tracking]: Processed GNSS at 1700000216.00, NED (-0.33, 6.96, 3.19).
[INFO] [1780500182.630235128] [microamp_factor_graph_tracking]: Processed GNSS at 1700000217.00, NED (0.56, 4.02, -0.57).
[INFO] [1780500182.731803420] [microamp_factor_graph_tracking]: Processed GNSS at 1700000218.00, NED (2.90, 2.72, 1.76).
[INFO] [1780500182.821323962] [microamp_factor_graph_tracking]: Processed GNSS at 1700000219.00, NED (0.02, 2.64, -0.05).
[INFO] [1780500182.930303212] [microamp_factor_graph_tracking]: Processed GNSS at 1700000220.00, NED (-2.04, 1.57, 0.17).
[INFO] [1780500183.012978254] [microamp_factor_graph_tracking]: Added ROV 1 node (step 10) at t=1700000220.00, dt=20.000 s
[INFO] [1780500183.021584962] [microamp_factor_graph_tracking]: Processed GNSS at 1700000221.00, NED (0.73, -1.45, 2.18).
[INFO] [1780500183.117744712] [microamp_factor_graph_tracking]: Processed GNSS at 1700000222.00, NED (3.07, -3.88, 0.30).
[INFO] [1780500183.217577379] [microamp_factor_graph_tracking]: Processed GNSS at 1700000223.00, NED (2.53, -3.76, -1.57).
[INFO] [1780500183.314685337] [microamp_factor_graph_tracking]: Processed GNSS at 1700000224.00, NED (0.08, -9.55, 0.51).
[INFO] [1780500183.432251004] [microamp_factor_graph_tracking]: Processed GNSS at 1700000225.00, NED (0.71, -9.32, 0.09).
[INFO] [1780500183.520383171] [microamp_factor_graph_tracking]: Processed GNSS at 1700000226.00, NED (1.37, -12.83, -0.05).
[INFO] [1780500183.615455337] [microamp_factor_graph_tracking]: Processed GNSS at 1700000227.00, NED (-0.35, -17.34, 2.82).
[INFO] [1780500183.715357379] [microamp_factor_graph_tracking]: Processed GNSS at 1700000228.00, NED (2.11, -13.21, 3.00).
[INFO] [1780500183.826473129] [microamp_factor_graph_tracking]: Processed GNSS at 1700000229.00, NED (3.61, -14.45, 2.85).
[INFO] [1780500183.928994712] [microamp_factor_graph_tracking]: Processed GNSS at 1700000230.00, NED (1.18, -15.27, 2.92).
[INFO] [1780500184.029797046] [microamp_factor_graph_tracking]: Processed GNSS at 1700000231.00, NED (6.82, -15.22, 0.27).
[INFO] [1780500184.130192588] [microamp_factor_graph_tracking]: Processed GNSS at 1700000232.00, NED (5.21, -18.26, -1.93).
[INFO] [1780500184.228522879] [microamp_factor_graph_tracking]: Processed GNSS at 1700000233.00, NED (6.08, -18.38, -0.73).
[INFO] [1780500184.316988213] [microamp_factor_graph_tracking]: Processed GNSS at 1700000234.00, NED (7.69, -20.63, 0.59).
[INFO] [1780500184.429744713] [microamp_factor_graph_tracking]: Processed GNSS at 1700000235.00, NED (9.29, -19.62, 0.42).
[INFO] [1780500184.526324213] [microamp_factor_graph_tracking]: Processed GNSS at 1700000236.00, NED (7.61, -20.64, 3.30).
[INFO] [1780500184.622967796] [microamp_factor_graph_tracking]: Processed GNSS at 1700000237.00, NED (11.45, -19.26, 2.76).
[INFO] [1780500184.746780880] [microamp_factor_graph_tracking]: Processed GNSS at 1700000238.00, NED (11.59, -20.66, -0.31).
[INFO] [1780500184.837038088] [microamp_factor_graph_tracking]: Processed GNSS at 1700000239.00, NED (13.63, -20.13, 1.62).
[INFO] [1780500184.921650255] [microamp_factor_graph_tracking]: Processed GNSS at 1700000240.00, NED (11.96, -15.76, -0.26).
[INFO] [1780500185.012633505] [microamp_factor_graph_tracking]: Added ROV 1 node (step 11) at t=1700000240.00, dt=20.000 s
[INFO] [1780500185.015133630] [microamp_factor_graph_tracking]: Processed GNSS at 1700000241.00, NED (13.80, -16.94, -1.77).
[INFO] [1780500185.125194088] [microamp_factor_graph_tracking]: Processed GNSS at 1700000242.00, NED (16.42, -16.56, -0.42).
[INFO] [1780500185.218382046] [microamp_factor_graph_tracking]: Processed GNSS at 1700000243.00, NED (14.34, -14.71, 0.96).
[INFO] [1780500185.317097630] [microamp_factor_graph_tracking]: Processed GNSS at 1700000244.00, NED (19.46, -12.78, -3.62).
[INFO] [1780500185.433228005] [microamp_factor_graph_tracking]: Processed GNSS at 1700000245.00, NED (20.54, -8.30, 0.88).
[INFO] [1780500185.523138130] [microamp_factor_graph_tracking]: Processed GNSS at 1700000246.00, NED (23.81, -8.54, -0.45).
[INFO] [1780500185.630176963] [microamp_factor_graph_tracking]: Processed GNSS at 1700000247.00, NED (24.29, -10.85, 0.09).
[INFO] [1780500185.721330963] [microamp_factor_graph_tracking]: Processed GNSS at 1700000248.00, NED (23.03, -5.91, -1.70).
[INFO] [1780500185.890760047] [microamp_factor_graph_tracking]: Processed GNSS at 1700000249.00, NED (27.06, -4.38, 5.48).
[INFO] [1780500185.937525672] [microamp_factor_graph_tracking]: Processed GNSS at 1700000250.00, NED (29.54, 0.08, -3.37).
[INFO] [1780500186.019078505] [microamp_factor_graph_tracking]: Processed GNSS at 1700000251.00, NED (29.95, -0.38, 2.69).
[INFO] [1780500186.117117713] [microamp_factor_graph_tracking]: Processed GNSS at 1700000252.00, NED (29.98, -0.14, -4.69).
[INFO] [1780500186.217069130] [microamp_factor_graph_tracking]: Processed GNSS at 1700000253.00, NED (33.38, 1.50, 1.45).
[INFO] [1780500186.317847464] [microamp_factor_graph_tracking]: Processed GNSS at 1700000254.00, NED (33.15, 5.88, -3.63).
[INFO] [1780500186.434764339] [microamp_factor_graph_tracking]: Processed GNSS at 1700000255.00, NED (35.67, 7.97, -2.84).
[INFO] [1780500186.518328172] [microamp_factor_graph_tracking]: Processed GNSS at 1700000256.00, NED (38.40, 8.16, 0.05).
[INFO] [1780500186.624511880] [microamp_factor_graph_tracking]: Processed GNSS at 1700000257.00, NED (38.19, 10.08, 0.08).
[INFO] [1780500186.717825339] [microamp_factor_graph_tracking]: Processed GNSS at 1700000258.00, NED (39.81, 12.53, -2.52).
[INFO] [1780500186.827277130] [microamp_factor_graph_tracking]: Processed GNSS at 1700000259.00, NED (40.41, 13.09, -0.89).
[INFO] [1780500186.925662881] [microamp_factor_graph_tracking]: Processed GNSS at 1700000260.00, NED (42.90, 14.41, -0.14).
[INFO] [1780500187.013212047] [microamp_factor_graph_tracking]: Added ROV 1 node (step 12) at t=1700000260.00, dt=20.000 s
[INFO] [1780500187.020921172] [microamp_factor_graph_tracking]: Processed GNSS at 1700000261.00, NED (43.95, 15.11, -0.52).
[INFO] [1780500187.152532006] [microamp_factor_graph_tracking]: Processed GNSS at 1700000262.00, NED (43.76, 19.23, 0.92).
[INFO] [1780500187.217143464] [microamp_factor_graph_tracking]: Processed GNSS at 1700000263.00, NED (44.73, 17.29, 0.54).
[INFO] [1780500187.323687006] [microamp_factor_graph_tracking]: Processed GNSS at 1700000264.00, NED (48.78, 18.38, 0.41).
[INFO] [1780500187.433816631] [microamp_factor_graph_tracking]: Processed GNSS at 1700000265.00, NED (46.98, 20.28, -0.43).
[INFO] [1780500187.517962589] [microamp_factor_graph_tracking]: Processed GNSS at 1700000266.00, NED (47.00, 21.00, -2.56).
[INFO] [1780500187.621471714] [microamp_factor_graph_tracking]: Processed GNSS at 1700000267.00, NED (53.30, 19.85, 2.90).
[INFO] [1780500187.716599089] [microamp_factor_graph_tracking]: Processed GNSS at 1700000268.00, NED (52.99, 20.07, -1.79).
[INFO] [1780500187.817241673] [microamp_factor_graph_tracking]: Processed GNSS at 1700000269.00, NED (52.99, 20.65, 3.06).
[INFO] [1780500187.926595589] [microamp_factor_graph_tracking]: Processed GNSS at 1700000270.00, NED (55.52, 21.58, -4.15).
[INFO] [1780500188.015742548] [microamp_factor_graph_tracking]: Processed GNSS at 1700000271.00, NED (57.55, 14.72, -3.87).
[INFO] [1780500188.118857839] [microamp_factor_graph_tracking]: Processed GNSS at 1700000272.00, NED (56.14, 16.69, -2.37).
[INFO] [1780500188.215769048] [microamp_factor_graph_tracking]: Processed GNSS at 1700000273.00, NED (58.99, 16.25, 2.24).
[INFO] [1780500188.316635590] [microamp_factor_graph_tracking]: Processed GNSS at 1700000274.00, NED (60.41, 14.99, -0.37).
[INFO] [1780500188.431172423] [microamp_factor_graph_tracking]: Processed GNSS at 1700000275.00, NED (59.88, 15.87, 1.52).
[INFO] [1780500188.588874006] [microamp_factor_graph_tracking]: Processed GNSS at 1700000276.00, NED (58.11, 13.17, -0.15).
[INFO] [1780500188.615805756] [microamp_factor_graph_tracking]: Processed GNSS at 1700000277.00, NED (58.71, 9.54, 1.91).
[INFO] [1780500188.715995465] [microamp_factor_graph_tracking]: Processed GNSS at 1700000278.00, NED (58.41, 10.78, -2.14).
[INFO] [1780500188.817769548] [microamp_factor_graph_tracking]: Processed GNSS at 1700000279.00, NED (61.14, 7.31, -0.46).
[INFO] [1780500188.928807048] [microamp_factor_graph_tracking]: Processed GNSS at 1700000280.00, NED (61.44, 6.33, 0.48).
[INFO] [1780500189.013170257] [microamp_factor_graph_tracking]: Added ROV 1 node (step 13) at t=1700000280.00, dt=20.000 s
[INFO] [1780500189.025781423] [microamp_factor_graph_tracking]: Processed GNSS at 1700000281.00, NED (60.05, 3.91, 3.32).
[INFO] [1780500189.116239632] [microamp_factor_graph_tracking]: Processed GNSS at 1700000282.00, NED (62.93, 1.17, -1.38).
[INFO] [1780500189.218663548] [microamp_factor_graph_tracking]: Processed GNSS at 1700000283.00, NED (60.89, 0.31, 1.38).
[INFO] [1780500189.316421465] [microamp_factor_graph_tracking]: Processed GNSS at 1700000284.00, NED (63.14, -1.35, 1.45).
[INFO] [1780500189.435342715] [microamp_factor_graph_tracking]: Processed GNSS at 1700000285.00, NED (60.77, -6.62, -0.55).
[INFO] [1780500189.515818840] [microamp_factor_graph_tracking]: Processed GNSS at 1700000286.00, NED (58.96, -7.46, 3.29).
[INFO] [1780500189.617341382] [microamp_factor_graph_tracking]: Processed GNSS at 1700000287.00, NED (58.42, -6.37, 1.14).
[INFO] [1780500189.730535465] [microamp_factor_graph_tracking]: Processed GNSS at 1700000288.00, NED (55.84, -11.41, 0.63).
[INFO] [1780500189.824892590] [microamp_factor_graph_tracking]: Processed GNSS at 1700000289.00, NED (58.04, -13.33, -0.23).
[INFO] [1780500189.921957424] [microamp_factor_graph_tracking]: Processed GNSS at 1700000290.00, NED (58.09, -14.19, -3.58).
[INFO] [1780500190.015881965] [microamp_factor_graph_tracking]: Processed GNSS at 1700000291.00, NED (55.27, -16.14, 1.22).
[INFO] [1780500190.130148674] [microamp_factor_graph_tracking]: Processed GNSS at 1700000292.00, NED (58.20, -14.59, 2.30).
[INFO] [1780500190.227094840] [microamp_factor_graph_tracking]: Processed GNSS at 1700000293.00, NED (57.63, -15.65, -0.83).
[INFO] [1780500190.321710215] [microamp_factor_graph_tracking]: Processed GNSS at 1700000294.00, NED (55.67, -19.17, 1.48).
[INFO] [1780500190.434418007] [microamp_factor_graph_tracking]: Processed GNSS at 1700000295.00, NED (55.96, -20.20, 0.93).
[INFO] [1780500190.518956841] [microamp_factor_graph_tracking]: Processed GNSS at 1700000296.00, NED (54.40, -19.31, 1.17).
[INFO] [1780500190.624654091] [microamp_factor_graph_tracking]: Processed GNSS at 1700000297.00, NED (54.73, -21.73, -1.72).
[INFO] [1780500190.722905507] [microamp_factor_graph_tracking]: Processed GNSS at 1700000298.00, NED (49.80, -20.84, 0.37).
[INFO] [1780500190.821370257] [microamp_factor_graph_tracking]: Processed GNSS at 1700000299.00, NED (49.39, -18.99, -1.44).
[INFO] [1780500192.497474592] [rclcpp]: signal_handler(SIGINT/SIGTERM)
